,dist_code,district,month,sector,investment in cr,number_of_employees
4802,17_3,Siddipet,01-05-2021,Engineering,0.245,6
4803,17_3,Siddipet,01-05-2021,Food Processing,5.6998,24
4804,17_3,Siddipet,01-05-2021,Pharmaceuticals and Chemicals,58.8147,400
4805,17_3,Siddipet,01-06-2021,Agro based incl Cold Storages,0.73,5
4806,17_3,Siddipet,01-06-2021,Food Processing,6.0337,26
4807,17_3,Siddipet,01-06-2021,Pharmaceuticals and Chemicals,57.933,257
4808,17_3,Siddipet,01-06-2021,R&D,5.0,10
4809,17_3,Siddipet,01-07-2021,Food Processing,0.48,16
4810,17_3,Siddipet,01-07-2021,Agro based incl Cold Storages,0.24,6
4811,17_3,Siddipet,01-08-2021,Pharmaceuticals and Chemicals,15.5106,170
4812,17_3,Siddipet,01-08-2021,Food Processing,1.2125,36
4813,17_3,Siddipet,01-08-2021,Agro based incl Cold Storages,2.14,49
4814,17_3,Siddipet,01-08-2021,Plastic and Rubber,0.2,4
4815,17_3,Siddipet,01-08-2021,Wood and Leather,0.25,8
4816,17_3,Siddipet,01-09-2021,Agro based incl Cold Storages,4.12,5
4817,17_3,Siddipet,01-09-2021,Food Processing,11.1,79
4818,17_3,Siddipet,01-09-2021,Others,0.3,25
4819,17_3,Siddipet,01-09-2021,Pharmaceuticals and Chemicals,2.905,38
4820,17_3,Siddipet,01-09-2021,R&D,0.5386,20
4821,17_3,Siddipet,01-10-2021,Agro based incl Cold Storages,24.7773,66
4822,17_3,Siddipet,01-10-2021,Engineering,0.225,6
4823,17_3,Siddipet,01-10-2021,Food Processing,1.5969,28
4824,17_3,Siddipet,01-11-2021,Agro based incl Cold Storages,0.25,8
4825,17_3,Siddipet,01-11-2021,Food Processing,1.85,40
4826,17_3,Siddipet,01-11-2021,Engineering,0.8,6
4827,17_3,Siddipet,01-12-2021,Wood and Leather,0.24,6
4828,17_3,Siddipet,01-12-2021,Plastic and Rubber,4.7533,35
4829,17_3,Siddipet,01-12-2021,Agro based incl Cold Storages,0.5,14
4830,17_3,Siddipet,01-12-2021,Paper and Printing,11.4803,60
4831,17_3,Siddipet,01-12-2021,Food Processing,13.2605,92
4832,17_3,Siddipet,01-01-2022,Agro based incl Cold Storages,0.25,6
4833,17_3,Siddipet,01-01-2022,Food Processing,19.2354,213
4834,17_3,Siddipet,01-01-2022,Wood and Leather,0.24,6
4835,17_3,Siddipet,01-02-2022,R&D,0.03,500
4836,17_3,Siddipet,01-02-2022,Plastic and Rubber,2.0,14
4837,17_3,Siddipet,01-02-2022,Pharmaceuticals and Chemicals,123.726,221
4838,17_3,Siddipet,01-02-2022,Food Processing,5.64,48
4839,17_3,Siddipet,01-02-2022,Engineering,0.24,6
4840,17_3,Siddipet,01-02-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10
4841,17_3,Siddipet,01-03-2022,Pharmaceuticals and Chemicals,5.0994,20
4842,17_3,Siddipet,01-03-2022,Food Processing,0.49,16
4843,17_3,Siddipet,01-03-2022,Engineering,0.19,1
4844,17_3,Siddipet,01-03-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.99,12
4845,17_3,Siddipet,01-03-2022,Plastic and Rubber,5.4733,59
4846,17_3,Siddipet,01-03-2022,Agro based incl Cold Storages,1.04,115
4847,17_3,Siddipet,01-04-2022,Others,0.22,5
4848,17_3,Siddipet,01-04-2022,Wood and Leather,1.0,50
4849,17_3,Siddipet,01-05-2022,Agro based incl Cold Storages,3.4298,15
4850,17_3,Siddipet,01-05-2022,Food Processing,0.25,10
4851,17_3,Siddipet,01-05-2022,Pharmaceuticals and Chemicals,148.6569,320
4852,17_3,Siddipet,01-05-2022,Plastic and Rubber,1.0,10
4853,17_3,Siddipet,01-05-2022,R&D,6.195,40
4854,17_3,Siddipet,01-06-2022,Agro based incl Cold Storages,530.0,206
4855,17_3,Siddipet,01-06-2022,Engineering,3.7658,27
4856,17_3,Siddipet,01-06-2022,Food Processing,3.6375,33
4857,17_3,Siddipet,01-06-2022,Others,0.235,10
4858,17_3,Siddipet,01-06-2022,Pharmaceuticals and Chemicals,3.9952,40
4859,17_3,Siddipet,01-07-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
4860,17_3,Siddipet,01-07-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,8
4861,17_3,Siddipet,01-07-2022,Food Processing,27.0436,109
4862,17_3,Siddipet,01-07-2022,Granite and Stone Crushing,1.5,10
4863,17_3,Siddipet,01-07-2022,Others,6.1273,35
4864,17_3,Siddipet,01-07-2022,Pharmaceuticals and Chemicals,3.5606,35
4865,17_3,Siddipet,01-08-2022,Engineering,1.3518,9
4866,17_3,Siddipet,01-08-2022,Pharmaceuticals and Chemicals,9.3559,104
4867,17_3,Siddipet,01-08-2022,Paper and Printing,36.62,240
4868,17_3,Siddipet,01-08-2022,Others,1.6533,56
4869,17_3,Siddipet,01-08-2022,Granite and Stone Crushing,0.25,10
4870,17_3,Siddipet,01-08-2022,Food Processing,20.02,175
4871,17_3,Siddipet,01-09-2022,R&D,0.9,109
4872,17_3,Siddipet,01-09-2022,Plastic and Rubber,4.8133,45
4873,17_3,Siddipet,01-09-2022,Wood and Leather,0.25,8
4874,17_3,Siddipet,01-09-2022,Food Processing,8.6218,60
4875,17_3,Siddipet,01-10-2022,R&D,0.06,150
4876,17_3,Siddipet,01-10-2022,Granite and Stone Crushing,1.5,25
4877,17_3,Siddipet,01-10-2022,Food Processing,0.3415,1
4878,17_3,Siddipet,01-10-2022,Engineering,3.1427,16
4879,17_3,Siddipet,01-11-2022,Engineering,1.8001,14
4880,17_3,Siddipet,01-11-2022,Pharmaceuticals and Chemicals,14.3661,10
4881,17_3,Siddipet,01-12-2022,Wood and Leather,0.25,10
4882,17_3,Siddipet,01-12-2022,Food Processing,23.05,145
4883,17_3,Siddipet,01-12-2022,Engineering,1.0491,20
4884,17_3,Siddipet,01-01-2023,Wood and Leather,0.25,25
4885,17_3,Siddipet,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.155,12
4886,17_3,Siddipet,01-01-2023,Engineering,33.4861,261
4887,17_3,Siddipet,01-01-2023,Food Processing,1.53,16
4888,17_3,Siddipet,01-01-2023,Plastic and Rubber,13.5001,19
4889,17_3,Siddipet,01-01-2023,R&D,16.55,100
4890,17_3,Siddipet,01-02-2023,Pharmaceuticals and Chemicals,0.94,5
4891,17_3,Siddipet,01-02-2023,Others,11.4172,60
4892,17_3,Siddipet,01-02-2023,Food Processing,4.05,50
4893,17_3,Siddipet,01-02-2023,Engineering,15.2988,90
4894,17_3,Siddipet,01-03-2023,Agro based incl Cold Storages,152.173,150
4895,17_3,Siddipet,01-03-2023,Food Processing,1.0,100
4896,17_3,Siddipet,01-03-2023,Granite and Stone Crushing,0.25,10
4897,23_2,Suryapet,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,25
4898,23_2,Suryapet,01-04-2019,Granite and Stone Crushing,6.0758,60
4899,23_2,Suryapet,01-04-2019,Textiles,0.8,6
4900,23_2,Suryapet,01-05-2019,Pharmaceuticals and Chemicals,15.5,0
4901,23_2,Suryapet,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",390.0,100
4902,23_2,Suryapet,01-07-2019,Textiles,0.84,6
4903,23_2,Suryapet,01-07-2019,Food Processing,0.25,6
4904,23_2,Suryapet,01-07-2019,Engineering,0.4016,6
4905,23_2,Suryapet,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,9
4906,23_2,Suryapet,01-08-2019,Food Processing,0.255,3
4907,23_2,Suryapet,01-08-2019,Granite and Stone Crushing,0.25,20
4908,23_2,Suryapet,01-08-2019,Pharmaceuticals and Chemicals,0.15,50
4909,23_2,Suryapet,01-08-2019,Thermal Power Plant,87.0,9
4910,23_2,Suryapet,01-09-2019,Agro based incl Cold Storages,0.13,4
4911,23_2,Suryapet,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6
4912,23_2,Suryapet,01-09-2019,Plastic and Rubber,0.61,18
4913,23_2,Suryapet,01-10-2019,Granite and Stone Crushing,5.41,50
4914,23_2,Suryapet,01-11-2019,Granite and Stone Crushing,0.5,18
4915,23_2,Suryapet,01-11-2019,Food Processing,0.15,5
4916,23_2,Suryapet,01-12-2019,Granite and Stone Crushing,3.085,25
4917,23_2,Suryapet,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,8
4918,23_2,Suryapet,01-01-2020,Engineering,1.0738,11
4919,23_2,Suryapet,01-01-2020,Granite and Stone Crushing,3.035,30
4920,23_2,Suryapet,01-02-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",58.5,950
4921,23_2,Suryapet,01-02-2020,Textiles,0.96,9
4922,23_2,Suryapet,01-02-2020,Food Processing,0.948,12
4923,23_2,Suryapet,01-02-2020,Engineering,0.3618,10
4924,23_2,Suryapet,01-02-2020,Electrical and Electronic Products,1.5,50
4925,23_2,Suryapet,01-03-2020,Agro based incl Cold Storages,0.19,5
4926,23_2,Suryapet,01-03-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.5495,28
4927,23_2,Suryapet,01-03-2020,Food Processing,0.7,7
4928,23_2,Suryapet,01-04-2020,Beverages,4.564,20
4929,23_2,Suryapet,01-05-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",5.0,0
4930,23_2,Suryapet,01-06-2020,Granite and Stone Crushing,2.65,40
4931,23_2,Suryapet,01-06-2020,Food Processing,3.6271,10
4932,23_2,Suryapet,01-07-2020,Granite and Stone Crushing,1.3413,12
4933,23_2,Suryapet,01-08-2020,Granite and Stone Crushing,0.463,10
4934,23_2,Suryapet,01-08-2020,Pharmaceuticals and Chemicals,0.45,9
4935,23_2,Suryapet,01-09-2020,Engineering,0.5139,15
4936,23_2,Suryapet,01-10-2020,Agro based incl Cold Storages,0.25,6
4937,23_2,Suryapet,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.495,8
4938,23_2,Suryapet,01-10-2020,Engineering,1.792,25
4939,23_2,Suryapet,01-10-2020,Granite and Stone Crushing,3.2,9
4940,23_2,Suryapet,01-11-2020,Automobile,0.21,10
4941,23_2,Suryapet,01-11-2020,Engineering,0.3093,10
4942,23_2,Suryapet,01-11-2020,Granite and Stone Crushing,2.295,35
4943,23_2,Suryapet,01-12-2020,Engineering,0.2755,10
4944,23_2,Suryapet,01-12-2020,Automobile,1.0,8
4945,23_2,Suryapet,01-01-2021,Plastic and Rubber,0.3,9
4946,23_2,Suryapet,01-01-2021,Textiles,0.25,10
4947,23_2,Suryapet,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9783,20
4948,23_2,Suryapet,01-02-2021,Food Processing,5.8,24
4949,23_2,Suryapet,01-02-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,5
4950,23_2,Suryapet,01-02-2021,Pharmaceuticals and Chemicals,2.7314,90
4951,23_2,Suryapet,01-02-2021,Engineering,2.76,35
4952,23_2,Suryapet,01-03-2021,Granite and Stone Crushing,0.15,20
4953,23_2,Suryapet,01-03-2021,Engineering,0.25,15
4954,23_2,Suryapet,01-03-2021,Food Processing,1.685,54
4955,23_2,Suryapet,01-03-2021,Pharmaceuticals and Chemicals,40.5,300
4956,23_2,Suryapet,01-03-2021,Plastic and Rubber,0.1,3
4957,23_2,Suryapet,01-04-2021,Agro based incl Cold Storages,1.0086,2
4958,23_2,Suryapet,01-04-2021,Food Processing,0.3208,10
4959,23_2,Suryapet,01-04-2021,Wood and Leather,0.08,8
4960,23_2,Suryapet,01-05-2021,Agro based incl Cold Storages,0.12,3
4961,23_2,Suryapet,01-05-2021,Engineering,0.07,5
4962,23_2,Suryapet,01-05-2021,Food Processing,4.0,15
4963,23_2,Suryapet,01-06-2021,Pharmaceuticals and Chemicals,0.1,3
4964,23_2,Suryapet,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,4
4965,23_2,Suryapet,01-08-2021,Engineering,2.0375,39
4966,23_2,Suryapet,01-09-2021,Agro based incl Cold Storages,0.5,25
4967,23_2,Suryapet,01-09-2021,Food Processing,2.2,25
4968,23_2,Suryapet,01-09-2021,Pharmaceuticals and Chemicals,14.63,280
4969,23_2,Suryapet,01-10-2021,Food Processing,1.2,58
4970,23_2,Suryapet,01-10-2021,Plastic and Rubber,0.25,4
4971,23_2,Suryapet,01-11-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.42,3
4972,23_2,Suryapet,01-11-2021,Food Processing,8.3,46
4973,23_2,Suryapet,01-11-2021,Granite and Stone Crushing,2.63,25
4974,23_2,Suryapet,01-11-2021,Pharmaceuticals and Chemicals,50.0,300
4975,23_2,Suryapet,01-11-2021,Plastic and Rubber,0.07,3
4976,23_2,Suryapet,01-12-2021,Food Processing,2.77,17
4977,23_2,Suryapet,01-12-2021,Engineering,2.5177,5
4978,23_2,Suryapet,01-12-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.045,9
4979,23_2,Suryapet,01-01-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,0
4980,23_2,Suryapet,01-01-2022,Granite and Stone Crushing,0.25,4
4981,23_2,Suryapet,01-01-2022,Pharmaceuticals and Chemicals,52.3907,300
4982,23_2,Suryapet,01-02-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.57,16
4983,23_2,Suryapet,01-02-2022,Engineering,0.36,10
4984,23_2,Suryapet,01-02-2022,Food Processing,0.425,25
4985,23_2,Suryapet,01-02-2022,Pharmaceuticals and Chemicals,1.844,26
4986,23_2,Suryapet,01-03-2022,Agro based incl Cold Storages,0.99,10
4987,23_2,Suryapet,01-03-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2769,8
4988,23_2,Suryapet,01-03-2022,Engineering,0.25,5
4989,23_2,Suryapet,01-03-2022,Food Processing,0.15,15
4990,23_2,Suryapet,01-03-2022,Granite and Stone Crushing,1.7,33
4991,23_2,Suryapet,01-03-2022,Pharmaceuticals and Chemicals,104.63,690
4992,23_2,Suryapet,01-04-2022,Pharmaceuticals and Chemicals,102.63,545
4993,23_2,Suryapet,01-05-2022,Others,0.3,10
4994,23_2,Suryapet,01-05-2022,Granite and Stone Crushing,0.25,10
4995,23_2,Suryapet,01-05-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
4996,23_2,Suryapet,01-06-2022,Beverages,3.764,25
4997,23_2,Suryapet,01-07-2022,Others,0.25,15
4998,23_2,Suryapet,01-07-2022,Beverages,0.95,1
4999,23_2,Suryapet,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",946.707,270
5000,23_2,Suryapet,01-09-2022,Beverages,0.95,1
5001,23_2,Suryapet,01-09-2022,Pharmaceuticals and Chemicals,15.13,51
5002,23_2,Suryapet,01-10-2022,Agro based incl Cold Storages,1.4271,30
5003,23_2,Suryapet,01-10-2022,Food Processing,0.7,9
5004,23_2,Suryapet,01-11-2022,Food Processing,11.7994,25
5005,23_2,Suryapet,01-12-2022,Food Processing,12.46,92
5006,23_2,Suryapet,01-12-2022,Others,0.15,5
5007,23_2,Suryapet,01-02-2023,Pharmaceuticals and Chemicals,0.15,5
5008,23_2,Suryapet,01-02-2023,Food Processing,1.2,18
5009,23_2,Suryapet,01-03-2023,Food Processing,0.1,9
5010,15_3,Vikarabad,01-04-2019,Agro based incl Cold Storages,0.1952,5
5011,15_3,Vikarabad,01-04-2019,Food Processing,0.056,5
5012,15_3,Vikarabad,01-04-2019,Plastic and Rubber,0.105,6
5013,15_3,Vikarabad,01-04-2019,Wood and Leather,0.145,4
5014,15_3,Vikarabad,01-05-2019,Others,2.0646,12
5015,15_3,Vikarabad,01-05-2019,Granite and Stone Crushing,3.2832,29
5016,15_3,Vikarabad,01-05-2019,Food Processing,0.015,2
5017,15_3,Vikarabad,01-05-2019,Pharmaceuticals and Chemicals,0.145,6
5018,15_3,Vikarabad,01-05-2019,Solar and Other Renewable Energy,0.056,1
5019,15_3,Vikarabad,01-06-2019,Granite and Stone Crushing,0.2308,15
5020,15_3,Vikarabad,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
5021,15_3,Vikarabad,01-08-2019,Food Processing,0.0515,5
5022,15_3,Vikarabad,01-08-2019,Granite and Stone Crushing,0.17,5
5023,15_3,Vikarabad,01-08-2019,Solar and Other Renewable Energy,0.2683,10
5024,15_3,Vikarabad,01-09-2019,Food Processing,14.37,84
5025,15_3,Vikarabad,01-10-2019,Food Processing,0.05,1
5026,15_3,Vikarabad,01-10-2019,Agro based incl Cold Storages,7.6,20
5027,15_3,Vikarabad,01-11-2019,Food Processing,0.046,0
5028,15_3,Vikarabad,01-12-2019,Food Processing,0.03,3
5029,15_3,Vikarabad,01-12-2019,Granite and Stone Crushing,0.583,20
5030,15_3,Vikarabad,01-01-2020,Agro based incl Cold Storages,1.575,5
5031,15_3,Vikarabad,01-01-2020,Engineering,0.1,6
5032,15_3,Vikarabad,01-01-2020,Granite and Stone Crushing,0.1493,15
5033,15_3,Vikarabad,01-01-2020,Others,0.9625,20
5034,15_3,Vikarabad,01-01-2020,Food Processing,0.128,13
5035,15_3,Vikarabad,01-02-2020,Agro based incl Cold Storages,0.19,6
5036,15_3,Vikarabad,01-02-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.157,8
5037,15_3,Vikarabad,01-02-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.4,20
5038,15_3,Vikarabad,01-02-2020,Granite and Stone Crushing,0.279,15
5039,15_3,Vikarabad,01-02-2020,Pharmaceuticals and Chemicals,4.95,50
5040,15_3,Vikarabad,01-02-2020,Food Processing,0.127,9
5041,15_3,Vikarabad,01-03-2020,Food Processing,0.1977,9
5042,15_3,Vikarabad,01-03-2020,Granite and Stone Crushing,0.37,25
5043,15_3,Vikarabad,01-03-2020,Beverages,0.05,3
5044,15_3,Vikarabad,01-04-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.9259,20
5045,15_3,Vikarabad,01-05-2020,Food Processing,0.026,3
5046,15_3,Vikarabad,01-06-2020,Food Processing,0.2,6
5047,15_3,Vikarabad,01-06-2020,Textiles,2.7,45
5048,15_3,Vikarabad,01-07-2020,Textiles,4.485,21
5049,15_3,Vikarabad,01-07-2020,Plastic and Rubber,0.2386,5
5050,15_3,Vikarabad,01-07-2020,Food Processing,0.5,20
5051,15_3,Vikarabad,01-07-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,6
5052,15_3,Vikarabad,01-07-2020,Beverages,0.25,155
5053,15_3,Vikarabad,01-08-2020,Food Processing,2.6654,30
5054,15_3,Vikarabad,01-08-2020,Pharmaceuticals and Chemicals,3.53,30
5055,15_3,Vikarabad,01-09-2020,Textiles,3.8506,80
5056,15_3,Vikarabad,01-09-2020,Pharmaceuticals and Chemicals,1.245,46
5057,15_3,Vikarabad,01-09-2020,Food Processing,0.1066,8
5058,15_3,Vikarabad,01-10-2020,Plastic and Rubber,0.615,22
5059,15_3,Vikarabad,01-10-2020,Granite and Stone Crushing,0.6974,26
5060,15_3,Vikarabad,01-10-2020,Textiles,12.6962,181
5061,15_3,Vikarabad,01-10-2020,Food Processing,0.148,11
5062,15_3,Vikarabad,01-11-2020,Granite and Stone Crushing,1.139,24
5063,15_3,Vikarabad,01-11-2020,Food Processing,0.4527,14
5064,15_3,Vikarabad,01-11-2020,Engineering,8.2474,20
5065,15_3,Vikarabad,01-11-2020,Agro based incl Cold Storages,0.134,3
5066,15_3,Vikarabad,01-11-2020,Textiles,0.32,0
5067,15_3,Vikarabad,01-12-2020,Granite and Stone Crushing,0.2286,16
5068,15_3,Vikarabad,01-12-2020,Beverages,2.0,0
5069,15_3,Vikarabad,01-12-2020,Engineering,2.51,40
5070,15_3,Vikarabad,01-12-2020,Food Processing,0.2535,14
5071,15_3,Vikarabad,01-01-2021,Granite and Stone Crushing,0.3995,23
5072,15_3,Vikarabad,01-02-2021,Agro based incl Cold Storages,0.7153,12
5073,15_3,Vikarabad,01-02-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2168,8
5074,15_3,Vikarabad,01-02-2021,Food Processing,0.07,6
5075,15_3,Vikarabad,01-02-2021,Granite and Stone Crushing,0.2772,16
5076,15_3,Vikarabad,01-03-2021,Granite and Stone Crushing,0.3765,24
5077,15_3,Vikarabad,01-03-2021,Others,0.9625,20
5078,15_3,Vikarabad,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,5
5079,15_3,Vikarabad,01-03-2021,Paper and Printing,0.51,15
5080,15_3,Vikarabad,01-03-2021,Pharmaceuticals and Chemicals,0.2,5
5081,15_3,Vikarabad,01-03-2021,Agro based incl Cold Storages,0.11,6
5082,15_3,Vikarabad,01-03-2021,Food Processing,3.5372,45
5083,15_3,Vikarabad,01-03-2021,Wood and Leather,0.12,10
5084,15_3,Vikarabad,01-04-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3
5085,15_3,Vikarabad,01-04-2021,Food Processing,0.16,12
5086,15_3,Vikarabad,01-04-2021,Granite and Stone Crushing,0.5035,30
5087,15_3,Vikarabad,01-04-2021,Wood and Leather,0.06,7
5088,15_3,Vikarabad,01-05-2021,Engineering,0.2,9
5089,15_3,Vikarabad,01-05-2021,Food Processing,0.234,9
5090,15_3,Vikarabad,01-05-2021,Granite and Stone Crushing,0.1155,7
5091,15_3,Vikarabad,01-05-2021,Others,3.344,25
5092,15_3,Vikarabad,01-05-2021,Pharmaceuticals and Chemicals,28.0,300
5093,15_3,Vikarabad,01-05-2021,Wood and Leather,0.08,4
5094,15_3,Vikarabad,01-06-2021,Granite and Stone Crushing,0.146,5
5095,15_3,Vikarabad,01-06-2021,Food Processing,0.035,1
5096,15_3,Vikarabad,01-07-2021,Food Processing,0.1586,13
5097,15_3,Vikarabad,01-07-2021,Granite and Stone Crushing,1.3033,32
5098,15_3,Vikarabad,01-08-2021,Food Processing,0.46,37
5099,15_3,Vikarabad,01-08-2021,Granite and Stone Crushing,0.403,16
5100,15_3,Vikarabad,01-09-2021,Food Processing,0.31,16
5101,15_3,Vikarabad,01-09-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.065,10
5102,15_3,Vikarabad,01-09-2021,Engineering,0.54,44
5103,15_3,Vikarabad,01-09-2021,Granite and Stone Crushing,0.2554,8
5104,15_3,Vikarabad,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.135,3
5105,15_3,Vikarabad,01-10-2021,Others,0.25,18
5106,15_3,Vikarabad,01-10-2021,Granite and Stone Crushing,0.0795,4
5107,15_3,Vikarabad,01-10-2021,Food Processing,1.3895,40
5108,15_3,Vikarabad,01-10-2021,Engineering,10.2159,109
5109,15_3,Vikarabad,01-11-2021,Granite and Stone Crushing,0.3126,13
5110,15_3,Vikarabad,01-11-2021,Food Processing,1.1535,29
5111,15_3,Vikarabad,01-12-2021,Granite and Stone Crushing,0.218,6
5112,15_3,Vikarabad,01-12-2021,Others,0.7216,14
5113,15_3,Vikarabad,01-12-2021,Food Processing,2.002,44
5114,15_3,Vikarabad,01-12-2021,Textiles,1.55,20
5115,15_3,Vikarabad,01-01-2022,Beverages,0.082,4
5116,15_3,Vikarabad,01-01-2022,Food Processing,0.345,16
5117,15_3,Vikarabad,01-01-2022,Granite and Stone Crushing,0.595,15
5118,15_3,Vikarabad,01-01-2022,Wood and Leather,0.065,3
5119,15_3,Vikarabad,01-02-2022,Food Processing,1.13,64
5120,15_3,Vikarabad,01-02-2022,Granite and Stone Crushing,0.26,9
5121,15_3,Vikarabad,01-02-2022,Others,0.25,10
5122,15_3,Vikarabad,01-02-2022,Wood and Leather,1.25,100
5123,15_3,Vikarabad,01-02-2022,Engineering,21.2886,62
5124,15_3,Vikarabad,01-03-2022,Engineering,0.18,3
5125,15_3,Vikarabad,01-03-2022,Food Processing,1.3738,26
5126,15_3,Vikarabad,01-03-2022,Granite and Stone Crushing,0.2704,9
5127,15_3,Vikarabad,01-04-2022,Pharmaceuticals and Chemicals,0.1,5
5128,15_3,Vikarabad,01-04-2022,Others,0.95,10
5129,15_3,Vikarabad,01-04-2022,Food Processing,0.16,7
5130,15_3,Vikarabad,01-04-2022,Beverages,5.75,25
5131,15_3,Vikarabad,01-04-2022,Granite and Stone Crushing,0.115,7
5132,15_3,Vikarabad,01-05-2022,Wood and Leather,0.16,4
5133,15_3,Vikarabad,01-05-2022,Granite and Stone Crushing,4.5053,18
5134,15_3,Vikarabad,01-05-2022,Food Processing,1.124,26
5135,15_3,Vikarabad,01-06-2022,Others,0.1,10
5136,15_3,Vikarabad,01-06-2022,Food Processing,0.7522,20
5137,15_3,Vikarabad,01-06-2022,Engineering,17.22,50
5138,15_3,Vikarabad,01-06-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.386,11
5139,15_3,Vikarabad,01-06-2022,Granite and Stone Crushing,0.663,26
