,dist_code,district,month,sector,investment in cr,number_of_employees
4433,17_2,Sangareddy,01-10-2020,R&D,2.7,180
4434,17_2,Sangareddy,01-11-2020,Food Processing,5.12,58
4435,17_2,Sangareddy,01-11-2020,Paper and Printing,12.323,45
4436,17_2,Sangareddy,01-11-2020,Pharmaceuticals and Chemicals,144.0332,225
4437,17_2,Sangareddy,01-11-2020,Plastic and Rubber,240.0,700
4438,17_2,Sangareddy,01-11-2020,R&D,5.0,200
4439,17_2,Sangareddy,01-11-2020,Textiles,0.25,5
4440,17_2,Sangareddy,01-11-2020,Wood and Leather,0.25,15
4441,17_2,Sangareddy,01-11-2020,Engineering,0.9513,20
4442,17_2,Sangareddy,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.78,15
4443,17_2,Sangareddy,01-12-2020,Paper and Printing,0.95,20
4444,17_2,Sangareddy,01-12-2020,Plastic and Rubber,241.0134,725
4445,17_2,Sangareddy,01-12-2020,Pharmaceuticals and Chemicals,226.57,863
4446,17_2,Sangareddy,01-12-2020,Granite and Stone Crushing,29.48,215
4447,17_2,Sangareddy,01-12-2020,Food Processing,111.876,123
4448,17_2,Sangareddy,01-12-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,10
4449,17_2,Sangareddy,01-12-2020,Engineering,8.0705,261
4450,17_2,Sangareddy,01-12-2020,Beverages,272.56,1000
4451,17_2,Sangareddy,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.2,54
4452,17_2,Sangareddy,01-12-2020,Solar and Other Renewable Energy,42.42,9
4453,17_2,Sangareddy,01-01-2021,Wood and Leather,1.95,6
4454,17_2,Sangareddy,01-01-2021,Plastic and Rubber,0.86,10
4455,17_2,Sangareddy,01-01-2021,Beverages,2.21,20
4456,17_2,Sangareddy,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.3,26
4457,17_2,Sangareddy,01-01-2021,Electrical and Electronic Products,2.5,60
4458,17_2,Sangareddy,01-01-2021,Engineering,0.8035,7
4459,17_2,Sangareddy,01-01-2021,Food Processing,15.6175,50
4460,17_2,Sangareddy,01-01-2021,Granite and Stone Crushing,2.5,15
4461,17_2,Sangareddy,01-01-2021,Pharmaceuticals and Chemicals,357.012,341
4462,17_2,Sangareddy,01-02-2021,Food Processing,5.1621,45
4463,17_2,Sangareddy,01-02-2021,Others,4.6577,25
4464,17_2,Sangareddy,01-02-2021,Pharmaceuticals and Chemicals,27.7855,1705
4465,17_2,Sangareddy,01-02-2021,Plastic and Rubber,0.24,20
4466,17_2,Sangareddy,01-02-2021,R&D,3.76,20
4467,17_2,Sangareddy,01-02-2021,Solar and Other Renewable Energy,4.3574,100
4468,17_2,Sangareddy,01-02-2021,Engineering,57.0645,613
4469,17_2,Sangareddy,01-03-2021,Beverages,8.2,160
4470,17_2,Sangareddy,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.85,21
4471,17_2,Sangareddy,01-03-2021,Electrical and Electronic Products,0.51,18
4472,17_2,Sangareddy,01-03-2021,Engineering,17.6941,141
4473,17_2,Sangareddy,01-03-2021,Granite and Stone Crushing,0.98,25
4474,17_2,Sangareddy,01-03-2021,Others,19.8766,372
4475,17_2,Sangareddy,01-03-2021,Pharmaceuticals and Chemicals,88.4523,1142
4476,17_2,Sangareddy,01-03-2021,Food Processing,6.3711,120
4477,17_2,Sangareddy,01-03-2021,R&D,1.75,20
4478,17_2,Sangareddy,01-03-2021,Plastic and Rubber,3.85,50
4479,17_2,Sangareddy,01-04-2021,Engineering,21.0891,302
4480,17_2,Sangareddy,01-04-2021,Food Processing,2.9528,26
4481,17_2,Sangareddy,01-04-2021,Others,8.135,80
4482,17_2,Sangareddy,01-04-2021,Pharmaceuticals and Chemicals,1.05,96
4483,17_2,Sangareddy,01-04-2021,Plastic and Rubber,934.8842,390
4484,17_2,Sangareddy,01-04-2021,R&D,31.3981,482
4485,17_2,Sangareddy,01-04-2021,Wood and Leather,3.1,54
4486,17_2,Sangareddy,01-04-2021,Electrical and Electronic Products,0.322,5
4487,17_2,Sangareddy,01-04-2021,Beverages,0.7,10
4488,17_2,Sangareddy,01-05-2021,R&D,37.71,220
4489,17_2,Sangareddy,01-05-2021,Plastic and Rubber,0.245,10
4490,17_2,Sangareddy,01-05-2021,Beverages,1.4909,42
4491,17_2,Sangareddy,01-05-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,28
4492,17_2,Sangareddy,01-05-2021,Pharmaceuticals and Chemicals,6.09,58
4493,17_2,Sangareddy,01-05-2021,Others,8.75,150
4494,17_2,Sangareddy,01-05-2021,Granite and Stone Crushing,0.25,5
4495,17_2,Sangareddy,01-05-2021,Food Processing,10.52,231
4496,17_2,Sangareddy,01-05-2021,Engineering,38.3448,341
4497,17_2,Sangareddy,01-05-2021,Electrical and Electronic Products,2.7263,40
4498,17_2,Sangareddy,01-06-2021,"Real Estate,Industrial Parks and IT Buildings",0.75,10
4499,17_2,Sangareddy,01-06-2021,R&D,0.25,10
4500,17_2,Sangareddy,01-06-2021,Pharmaceuticals and Chemicals,227.7364,1353
4501,17_2,Sangareddy,01-06-2021,Paper and Printing,5.5325,80
4502,17_2,Sangareddy,01-06-2021,Others,7.8791,33
4503,17_2,Sangareddy,01-06-2021,Food Processing,1.121,8
4504,17_2,Sangareddy,01-06-2021,Engineering,14.8626,144
4505,17_2,Sangareddy,01-06-2021,Beverages,0.25,5
4506,17_2,Sangareddy,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,15
4507,17_2,Sangareddy,01-07-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.87,3
4508,17_2,Sangareddy,01-07-2021,Food Processing,4.891,34
4509,17_2,Sangareddy,01-07-2021,Granite and Stone Crushing,6.124,54
4510,17_2,Sangareddy,01-07-2021,Others,8.85,80
4511,17_2,Sangareddy,01-07-2021,Textiles,5.1555,20
4512,17_2,Sangareddy,01-07-2021,R&D,0.25,18
4513,17_2,Sangareddy,01-07-2021,Plastic and Rubber,16.32,107
4514,17_2,Sangareddy,01-07-2021,Pharmaceuticals and Chemicals,476.9396,3498
4515,17_2,Sangareddy,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,10
4516,17_2,Sangareddy,01-07-2021,Engineering,14.0901,295
4517,17_2,Sangareddy,01-07-2021,Beverages,0.24,20
4518,17_2,Sangareddy,01-08-2021,Pharmaceuticals and Chemicals,31.0938,306
4519,17_2,Sangareddy,01-08-2021,Others,10.418,170
4520,17_2,Sangareddy,01-08-2021,Granite and Stone Crushing,7.965,50
4521,17_2,Sangareddy,01-08-2021,Food Processing,2.9323,64
4522,17_2,Sangareddy,01-08-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.9103,30
4523,17_2,Sangareddy,01-08-2021,Engineering,6.4453,98
4524,17_2,Sangareddy,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,20
4525,17_2,Sangareddy,01-08-2021,Agro based incl Cold Storages,0.43,9
4526,17_2,Sangareddy,01-08-2021,R&D,5.261,261
4527,17_2,Sangareddy,01-08-2021,Plastic and Rubber,16.5692,70
4528,17_2,Sangareddy,01-09-2021,Plastic and Rubber,61.04,100
4529,17_2,Sangareddy,01-09-2021,Pharmaceuticals and Chemicals,355.9388,2919
4530,17_2,Sangareddy,01-09-2021,Paper and Printing,0.12,60
4531,17_2,Sangareddy,01-09-2021,Others,20.36,330
4532,17_2,Sangareddy,01-09-2021,Food Processing,0.525,22
4533,17_2,Sangareddy,01-09-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.1815,5
4534,17_2,Sangareddy,01-09-2021,Engineering,14.9195,288
4535,17_2,Sangareddy,01-09-2021,Granite and Stone Crushing,0.24,20
4536,17_2,Sangareddy,01-09-2021,Solar and Other Renewable Energy,4.3408,40
4537,17_2,Sangareddy,01-09-2021,Wood and Leather,4.5686,50
4538,17_2,Sangareddy,01-10-2021,Plastic and Rubber,10.79,78
4539,17_2,Sangareddy,01-10-2021,R&D,2.7462,39
4540,17_2,Sangareddy,01-10-2021,Engineering,9.9194,198
4541,17_2,Sangareddy,01-10-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.68,30
4542,17_2,Sangareddy,01-10-2021,Beverages,0.03,4
4543,17_2,Sangareddy,01-10-2021,Granite and Stone Crushing,0.115,4
4544,17_2,Sangareddy,01-10-2021,Others,12.0852,50
4545,17_2,Sangareddy,01-10-2021,Food Processing,12.6416,126
4546,17_2,Sangareddy,01-10-2021,Pharmaceuticals and Chemicals,473.15,1150
4547,17_2,Sangareddy,01-11-2021,Paper and Printing,8.35,45
4548,17_2,Sangareddy,01-11-2021,Granite and Stone Crushing,1.25,55
4549,17_2,Sangareddy,01-11-2021,Food Processing,30.9416,67
4550,17_2,Sangareddy,01-11-2021,Electrical and Electronic Products,2.5822,20
4551,17_2,Sangareddy,01-11-2021,Engineering,34.005,256
4552,17_2,Sangareddy,01-11-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",5.3208,20
4553,17_2,Sangareddy,01-11-2021,Beverages,287.082,255
4554,17_2,Sangareddy,01-11-2021,Agro based incl Cold Storages,0.25,10
4555,17_2,Sangareddy,01-11-2021,Pharmaceuticals and Chemicals,83.19,265
4556,17_2,Sangareddy,01-11-2021,Plastic and Rubber,1.2,27
4557,17_2,Sangareddy,01-11-2021,R&D,0.25,10
4558,17_2,Sangareddy,01-12-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.93,37
4559,17_2,Sangareddy,01-12-2021,Electrical and Electronic Products,1.7681,20
4560,17_2,Sangareddy,01-12-2021,Engineering,22.7579,174
4561,17_2,Sangareddy,01-12-2021,Food Processing,1.4038,10
4562,17_2,Sangareddy,01-12-2021,Granite and Stone Crushing,2.0,20
4563,17_2,Sangareddy,01-12-2021,Others,1.1975,21
4564,17_2,Sangareddy,01-12-2021,Pharmaceuticals and Chemicals,58.8254,315
4565,17_2,Sangareddy,01-12-2021,Agro based incl Cold Storages,50.02,5
4566,17_2,Sangareddy,01-01-2022,Paper and Printing,45.25,8
4567,17_2,Sangareddy,01-01-2022,Others,10.91,300
4568,17_2,Sangareddy,01-01-2022,Food Processing,4.6,45
4569,17_2,Sangareddy,01-01-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.267,12
4570,17_2,Sangareddy,01-01-2022,Engineering,0.24,20
4571,17_2,Sangareddy,01-01-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,10
4572,17_2,Sangareddy,01-01-2022,Plastic and Rubber,0.25,15
4573,17_2,Sangareddy,01-01-2022,Wood and Leather,3.3629,15
4574,17_2,Sangareddy,01-01-2022,Pharmaceuticals and Chemicals,88.0456,1696
4575,17_2,Sangareddy,01-02-2022,Beverages,0.165,4
4576,17_2,Sangareddy,01-02-2022,R&D,0.25,15
4577,17_2,Sangareddy,01-02-2022,Pharmaceuticals and Chemicals,218.1,560
4578,17_2,Sangareddy,01-02-2022,Others,18.6411,106
4579,17_2,Sangareddy,01-02-2022,Granite and Stone Crushing,5.5602,25
4580,17_2,Sangareddy,01-02-2022,Food Processing,1.0378,20
4581,17_2,Sangareddy,01-02-2022,Engineering,2.7856,49
4582,17_2,Sangareddy,01-02-2022,Electrical and Electronic Products,2.0813,30
4583,17_2,Sangareddy,01-02-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,20
4584,17_2,Sangareddy,01-03-2022,Food Processing,43.558,33
4585,17_2,Sangareddy,01-03-2022,Granite and Stone Crushing,0.96,70
4586,17_2,Sangareddy,01-03-2022,Others,0.95,10
4587,17_2,Sangareddy,01-03-2022,Paper and Printing,2.227,43
4588,17_2,Sangareddy,01-03-2022,Pharmaceuticals and Chemicals,56.7511,280
4589,17_2,Sangareddy,01-03-2022,Plastic and Rubber,2.9778,20
4590,17_2,Sangareddy,01-03-2022,R&D,60.2385,2510
4591,17_2,Sangareddy,01-03-2022,Wood and Leather,0.69,70
4592,17_2,Sangareddy,01-03-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.75,15
4593,17_2,Sangareddy,01-03-2022,Engineering,33.9468,221
4594,17_2,Sangareddy,01-04-2022,Engineering,0.065,3
4595,17_2,Sangareddy,01-04-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.5,50
4596,17_2,Sangareddy,01-04-2022,Food Processing,2.13,20
4597,17_2,Sangareddy,01-04-2022,Granite and Stone Crushing,8.25,45
4598,17_2,Sangareddy,01-04-2022,Automobile,2.0,10
4599,17_2,Sangareddy,01-04-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.625,13
4600,17_2,Sangareddy,01-04-2022,Others,6.6275,51
4601,17_2,Sangareddy,01-04-2022,Paper and Printing,5.8058,25
4602,17_2,Sangareddy,01-04-2022,Pharmaceuticals and Chemicals,26.4396,223
4603,17_2,Sangareddy,01-04-2022,R&D,0.3,9
4604,17_2,Sangareddy,01-04-2022,Plastic and Rubber,5.6301,60
4605,17_2,Sangareddy,01-05-2022,Granite and Stone Crushing,1.26,20
4606,17_2,Sangareddy,01-05-2022,Engineering,8.7766,120
4607,17_2,Sangareddy,01-05-2022,Electrical and Electronic Products,0.15,50
4608,17_2,Sangareddy,01-05-2022,Beverages,0.1075,4
4609,17_2,Sangareddy,01-05-2022,Food Processing,0.76,17
4610,17_2,Sangareddy,01-05-2022,Others,9.3154,50
4611,17_2,Sangareddy,01-05-2022,Paper and Printing,5.8058,35
4612,17_2,Sangareddy,01-05-2022,Textiles,2.5807,20
4613,17_2,Sangareddy,01-05-2022,Plastic and Rubber,0.99,20
4614,17_2,Sangareddy,01-05-2022,Pharmaceuticals and Chemicals,10.9311,68
4615,17_2,Sangareddy,01-05-2022,Agro based incl Cold Storages,0.2,10
4616,17_2,Sangareddy,01-06-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.75,20
4617,17_2,Sangareddy,01-06-2022,Electrical and Electronic Products,3.0,40
4618,17_2,Sangareddy,01-06-2022,Engineering,41.8674,204
4619,17_2,Sangareddy,01-06-2022,Food Processing,0.5325,21
4620,17_2,Sangareddy,01-06-2022,R&D,4.1003,50
4621,17_2,Sangareddy,01-06-2022,Others,24.2868,180
4622,17_2,Sangareddy,01-06-2022,Paper and Printing,1.5,1
4623,17_2,Sangareddy,01-06-2022,Pharmaceuticals and Chemicals,3.75,45
4624,17_2,Sangareddy,01-06-2022,Plastic and Rubber,46.4495,836
4625,17_2,Sangareddy,01-06-2022,Solar and Other Renewable Energy,169.278,20
4626,17_2,Sangareddy,01-06-2022,Wood and Leather,0.9,50
4627,17_2,Sangareddy,01-06-2022,Granite and Stone Crushing,0.25,5
4628,17_2,Sangareddy,01-07-2022,Automobile,32.5,777
4629,17_2,Sangareddy,01-07-2022,Pharmaceuticals and Chemicals,72.6244,1415
4630,17_2,Sangareddy,01-07-2022,Beverages,2.21,20
4631,17_2,Sangareddy,01-07-2022,Agro based incl Cold Storages,0.25,4
4632,17_2,Sangareddy,01-07-2022,Wood and Leather,0.75,50
4633,17_2,Sangareddy,01-07-2022,Others,6.2085,239
4634,17_2,Sangareddy,01-07-2022,Granite and Stone Crushing,6.0,41
4635,17_2,Sangareddy,01-07-2022,Food Processing,7.2634,50
4636,17_2,Sangareddy,01-07-2022,Engineering,1.2,16
4637,17_2,Sangareddy,01-07-2022,Electrical and Electronic Products,47.895,79
4638,17_2,Sangareddy,01-07-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.7452,15
4639,17_2,Sangareddy,01-07-2022,Plastic and Rubber,7.05,35
4640,17_2,Sangareddy,01-08-2022,R&D,56.32,100
4641,17_2,Sangareddy,01-08-2022,Plastic and Rubber,26.05,250
4642,17_2,Sangareddy,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
4643,17_2,Sangareddy,01-08-2022,Pharmaceuticals and Chemicals,18.125,675
4644,17_2,Sangareddy,01-08-2022,Others,3.0327,57
4645,17_2,Sangareddy,01-08-2022,Paper and Printing,9.7901,40
4646,17_2,Sangareddy,01-08-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,212
4647,17_2,Sangareddy,01-08-2022,Engineering,3.256,18
4648,17_2,Sangareddy,01-08-2022,Food Processing,5.9909,87
4649,17_2,Sangareddy,01-09-2022,Agro based incl Cold Storages,11.9,100
4650,17_2,Sangareddy,01-09-2022,Beverages,0.14,2
4651,17_2,Sangareddy,01-09-2022,Engineering,9.072,94
4652,17_2,Sangareddy,01-09-2022,Food Processing,14.7971,136
4653,17_2,Sangareddy,01-09-2022,Pharmaceuticals and Chemicals,16.0,100
4654,17_2,Sangareddy,01-09-2022,R&D,3.72,49
4655,17_2,Sangareddy,01-09-2022,Plastic and Rubber,93.18,221
4656,17_2,Sangareddy,01-09-2022,Paper and Printing,0.0001,200
4657,17_2,Sangareddy,01-09-2022,Others,0.725,502
4658,17_2,Sangareddy,01-10-2022,Plastic and Rubber,10.0,20
4659,17_2,Sangareddy,01-10-2022,Pharmaceuticals and Chemicals,105.78,1101
4660,17_2,Sangareddy,01-10-2022,Others,1.27,500
4661,17_2,Sangareddy,01-10-2022,Granite and Stone Crushing,7.1597,21
4662,17_2,Sangareddy,01-10-2022,Food Processing,9.5334,45
4663,17_2,Sangareddy,01-10-2022,Engineering,9.2466,123
4664,17_2,Sangareddy,01-10-2022,Beverages,9.0815,1030
4665,17_2,Sangareddy,01-10-2022,Agro based incl Cold Storages,0.95,10
4666,17_2,Sangareddy,01-10-2022,R&D,1.7945,25
4667,17_2,Sangareddy,01-11-2022,Wood and Leather,5.72,10
4668,17_2,Sangareddy,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.93,15
4669,17_2,Sangareddy,01-11-2022,Electrical and Electronic Products,7.9831,200
4670,17_2,Sangareddy,01-11-2022,R&D,6.65,5
4671,17_2,Sangareddy,01-11-2022,Plastic and Rubber,15.8242,85
4672,17_2,Sangareddy,01-11-2022,Pharmaceuticals and Chemicals,2.5975,57
4673,17_2,Sangareddy,01-11-2022,Paper and Printing,0.0825,2
4674,17_2,Sangareddy,01-11-2022,Granite and Stone Crushing,7.66,30
4675,17_2,Sangareddy,01-11-2022,Food Processing,88.1361,69
4676,17_2,Sangareddy,01-11-2022,Engineering,6.5049,80
4677,17_2,Sangareddy,01-11-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.95,10
4678,17_2,Sangareddy,01-12-2022,R&D,0.66,20
4679,17_2,Sangareddy,01-12-2022,Plastic and Rubber,0.15,5
4680,17_2,Sangareddy,01-12-2022,Pharmaceuticals and Chemicals,1.3995,60
4681,17_2,Sangareddy,01-12-2022,Others,0.18,4
4682,17_2,Sangareddy,01-12-2022,Food Processing,0.255,9
4683,17_2,Sangareddy,01-12-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",6.9877,10
4684,17_2,Sangareddy,01-12-2022,Engineering,4.1518,45
4685,17_2,Sangareddy,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2088,10
4686,17_2,Sangareddy,01-12-2022,Beverages,14.5,80
4687,17_2,Sangareddy,01-12-2022,Agro based incl Cold Storages,0.5763,1
4688,17_2,Sangareddy,01-12-2022,Electrical and Electronic Products,7.9831,200
4689,17_2,Sangareddy,01-01-2023,R&D,188.02,900
4690,17_2,Sangareddy,01-01-2023,Plastic and Rubber,1553.0,1812
4691,17_2,Sangareddy,01-01-2023,Pharmaceuticals and Chemicals,50.5598,113
4692,17_2,Sangareddy,01-01-2023,Paper and Printing,5.2672,25
4693,17_2,Sangareddy,01-01-2023,Others,2.9,10
4694,17_2,Sangareddy,01-01-2023,Food Processing,3.5514,30
4695,17_2,Sangareddy,01-01-2023,Engineering,8.2875,38
4696,17_2,Sangareddy,01-01-2023,Electrical and Electronic Products,208.8307,135
4697,17_2,Sangareddy,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.15,10
4698,17_2,Sangareddy,01-01-2023,Beverages,0.76,7
4699,17_2,Sangareddy,01-01-2023,Automobile,1254.269,7000
4700,17_2,Sangareddy,01-02-2023,Wood and Leather,4.667,82
4701,17_2,Sangareddy,01-02-2023,Plastic and Rubber,4.25,39
4702,17_2,Sangareddy,01-02-2023,Others,0.05,150
4703,17_2,Sangareddy,01-02-2023,Pharmaceuticals and Chemicals,2.3,20
4704,17_2,Sangareddy,01-02-2023,R&D,33.7754,10
4705,17_2,Sangareddy,01-02-2023,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",6.9877,5
4706,17_2,Sangareddy,01-02-2023,Beverages,0.76,5
4707,17_2,Sangareddy,01-02-2023,Food Processing,4.54,63
4708,17_2,Sangareddy,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.94,10
4709,17_2,Sangareddy,01-02-2023,Electrical and Electronic Products,5.75,31
4710,17_2,Sangareddy,01-02-2023,Engineering,14.1197,97
4711,17_2,Sangareddy,01-03-2023,Engineering,33.3861,177
4712,17_2,Sangareddy,01-03-2023,Food Processing,4.5818,35
4713,17_2,Sangareddy,01-03-2023,Granite and Stone Crushing,0.25,20
4714,17_2,Sangareddy,01-03-2023,Others,6.6,200
4715,17_2,Sangareddy,01-03-2023,Paper and Printing,2.0869,76
4716,17_2,Sangareddy,01-03-2023,Plastic and Rubber,0.15,10
4717,17_2,Sangareddy,01-03-2023,R&D,2.7873,25
4718,17_2,Sangareddy,01-03-2023,Textiles,2.65,45
4719,17_2,Sangareddy,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,10
4720,17_2,Sangareddy,01-03-2023,Automobile,1.14,1
4721,17_2,Sangareddy,01-03-2023,Agro based incl Cold Storages,0.74,5
4722,17_3,Siddipet,01-04-2019,Food Processing,3.29,30
4723,17_3,Siddipet,01-05-2019,R&D,4.8,40
4724,17_3,Siddipet,01-05-2019,Granite and Stone Crushing,0.2,11
4725,17_3,Siddipet,01-05-2019,Food Processing,35.21,120
4726,17_3,Siddipet,01-05-2019,Agro based incl Cold Storages,0.8362,58
4727,17_3,Siddipet,01-06-2019,Wood and Leather,1.4711,50
4728,17_3,Siddipet,01-06-2019,Agro based incl Cold Storages,0.25,3
4729,17_3,Siddipet,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.42,20
4730,17_3,Siddipet,01-06-2019,Food Processing,0.75,12
4731,17_3,Siddipet,01-06-2019,Textiles,0.991,15
4732,17_3,Siddipet,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.516,39
4733,17_3,Siddipet,01-07-2019,Food Processing,98.3458,712
4734,17_3,Siddipet,01-07-2019,Others,3.13,25
4735,17_3,Siddipet,01-07-2019,Agro based incl Cold Storages,0.9835,21
4736,17_3,Siddipet,01-08-2019,Pharmaceuticals and Chemicals,69.1998,132
4737,17_3,Siddipet,01-08-2019,Food Processing,1.21,9
4738,17_3,Siddipet,01-09-2019,R&D,4.21,40
4739,17_3,Siddipet,01-09-2019,Agro based incl Cold Storages,0.22,5
4740,17_3,Siddipet,01-10-2019,Food Processing,2.98,25
4741,17_3,Siddipet,01-10-2019,Pharmaceuticals and Chemicals,1.8,100
4742,17_3,Siddipet,01-10-2019,R&D,10.0,10
4743,17_3,Siddipet,01-10-2019,Agro based incl Cold Storages,0.705,14
4744,17_3,Siddipet,01-11-2019,Wood and Leather,0.12,12
4745,17_3,Siddipet,01-11-2019,Textiles,0.19,12
4746,17_3,Siddipet,01-11-2019,Pharmaceuticals and Chemicals,0.2,9
4747,17_3,Siddipet,01-11-2019,Engineering,1.93,25
4748,17_3,Siddipet,01-12-2019,Pharmaceuticals and Chemicals,3.1295,35
4749,17_3,Siddipet,01-12-2019,Food Processing,9.8,25
4750,17_3,Siddipet,01-12-2019,Beverages,2.0,15
4751,17_3,Siddipet,01-12-2019,Agro based incl Cold Storages,0.38,14
4752,17_3,Siddipet,01-01-2020,Pharmaceuticals and Chemicals,0.63,10
4753,17_3,Siddipet,01-01-2020,Others,1.9,50
4754,17_3,Siddipet,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7501,8
4755,17_3,Siddipet,01-02-2020,Agro based incl Cold Storages,0.82,33
4756,17_3,Siddipet,01-02-2020,R&D,34.8,100
4757,17_3,Siddipet,01-02-2020,Paper and Printing,9.175,60
4758,17_3,Siddipet,01-02-2020,Granite and Stone Crushing,0.14,5
4759,17_3,Siddipet,01-02-2020,Food Processing,0.0,10
4760,17_3,Siddipet,01-03-2020,R&D,3.5,20
4761,17_3,Siddipet,01-03-2020,Food Processing,2.15,61
4762,17_3,Siddipet,01-03-2020,Agro based incl Cold Storages,0.275,10
4763,17_3,Siddipet,01-04-2020,Food Processing,2.4,0
4764,17_3,Siddipet,01-04-2020,R&D,4.9754,20
4765,17_3,Siddipet,01-05-2020,Pharmaceuticals and Chemicals,0.2,18
4766,17_3,Siddipet,01-05-2020,Food Processing,0.25,15
4767,17_3,Siddipet,01-05-2020,Agro based incl Cold Storages,3.958,12
4768,17_3,Siddipet,01-06-2020,Food Processing,0.625,6
4769,17_3,Siddipet,01-06-2020,Pharmaceuticals and Chemicals,1.3104,10
4770,17_3,Siddipet,01-07-2020,Engineering,0.5806,6
4771,17_3,Siddipet,01-07-2020,Food Processing,1.49,9
4772,17_3,Siddipet,01-07-2020,Textiles,1.485,15
4773,17_3,Siddipet,01-08-2020,Food Processing,7.6632,154
4774,17_3,Siddipet,01-08-2020,Pharmaceuticals and Chemicals,25.7,45
4775,17_3,Siddipet,01-08-2020,R&D,2.2754,42
4776,17_3,Siddipet,01-09-2020,Food Processing,2.327,23
4777,17_3,Siddipet,01-09-2020,Agro based incl Cold Storages,0.24,5
4778,17_3,Siddipet,01-10-2020,R&D,0.1025,87
4779,17_3,Siddipet,01-10-2020,Plastic and Rubber,4.4549,15
4780,17_3,Siddipet,01-10-2020,Food Processing,0.1,9
4781,17_3,Siddipet,01-11-2020,Agro based incl Cold Storages,1.115,35
4782,17_3,Siddipet,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.185,8
4783,17_3,Siddipet,01-11-2020,Food Processing,46.2318,255
4784,17_3,Siddipet,01-11-2020,Plastic and Rubber,0.1,0
4785,17_3,Siddipet,01-12-2020,Pharmaceuticals and Chemicals,45.0,100
4786,17_3,Siddipet,01-12-2020,Plastic and Rubber,4.7533,35
4787,17_3,Siddipet,01-01-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.24,5
4788,17_3,Siddipet,01-01-2021,Agro based incl Cold Storages,0.6075,30
4789,17_3,Siddipet,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
4790,17_3,Siddipet,01-01-2021,Food Processing,5.381,25
4791,17_3,Siddipet,01-01-2021,Pharmaceuticals and Chemicals,11.7269,20
4792,17_3,Siddipet,01-02-2021,Food Processing,0.875,24
4793,17_3,Siddipet,01-02-2021,Agro based incl Cold Storages,0.495,23
4794,17_3,Siddipet,01-03-2021,Others,24.0,0
4795,17_3,Siddipet,01-03-2021,Food Processing,4.5,16
4796,17_3,Siddipet,01-03-2021,Engineering,0.24,8
4797,17_3,Siddipet,01-03-2021,Agro based incl Cold Storages,1.115,19
4798,17_3,Siddipet,01-04-2021,Food Processing,0.855,12
4799,17_3,Siddipet,01-04-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.71,17
4800,17_3,Siddipet,01-04-2021,Agro based incl Cold Storages,1.0223,21
4801,17_3,Siddipet,01-05-2021,Agro based incl Cold Storages,1.335,26
